Rua,Bairro,Path_Coordinates
Rua Sousa Lima,Copacabana,"[[-43.189904, -22.981817], [-43.189937, -22.981828], [-43.189978, -22.981836], [-43.19004, -22.981834], [-43.190919, -22.981792], [-43.191132, -22.981782], [-43.19129, -22.981826], [-43.192274, -22.982098], [-43.19449, -22.982712]]"
Rua Dona Mariana,Botafogo,"[[-43.189761, -22.949745], [-43.189629, -22.95011], [-43.189179, -22.951355], [-43.189053, -22.951703], [-43.188913, -22.952089], [-43.188644, -22.952834], [-43.188611, -22.952931], [-43.188583, -22.953017], [-43.18835, -22.953681], [-43.188314, -22.953784], [-43.188117, -22.954279], [-43.187877, -22.954881], [-43.187323, -22.956435], [-43.187249, -22.956645], [-43.187239, -22.956669], [-43.187225, -22.956703]]"
Rua Lacerda de Almeida,Botafogo,"[[-43.190389, -22.961035], [-43.190288, -22.961007], [-43.190259, -22.960984], [-43.19025, -22.960957], [-43.190253, -22.96092], [-43.190591, -22.960122]]"
Rua José Roberto Macedo Soares,Gávea,"[[-43.227245, -22.974007], [-43.227432, -22.973864], [-43.228132, -22.97336]]"
Rua General Urquiza,Leblon,"[[-43.223314, -22.987165], [-43.223345, -22.987053], [-43.223469, -22.98659], [-43.223537, -22.986339], [-43.223714, -22.985738], [-43.223745, -22.985642], [-43.223942, -22.98496], [-43.224033, -22.984675], [-43.224063, -22.984582], [-43.22408, -22.984523], [-43.224263, -22.983917], [-43.224444, -22.983324], [-43.224616, -22.98275], [-43.224644, -22.982672], [-43.224777, -22.982172], [-43.224981, -22.981556], [-43.225063, -22.981309], [-43.225251, -22.980743], [-43.225306, -22.98058]]"
Rua Jardim Botânico,Gávea,"[[-43.204512, -22.960324], [-43.204945, -22.960395], [-43.205039, -22.960401], [-43.205667, -22.96046], [-43.206043, -22.9605], [-43.206179, -22.96052], [-43.206387, -22.960549], [-43.206487, -22.960563], [-43.206987, -22.960627], [-43.207059, -22.960636], [-43.20732, -22.960667], [-43.207825, -22.960726], [-43.207927, -22.960738], [-43.208077, -22.960756], [-43.20834, -22.960787], [-43.208535, -22.96081], [-43.208586, -22.960816], [-43.20874, -22.960835], [-43.208771, -22.960839], [-43.209446, -22.960919], [-43.210104, -22.960997], [-43.210955, -22.961094], [-43.211523, -22.961152], [-43.212571, -22.961251], [-43.212696, -22.961262], [-43.212725, -22.961265], [-43.213096, -22.961303], [-43.213614, -22.961352], [-43.213874, -22.961388], [-43.214218, -22.961468], [-43.214443, -22.961556], [-43.214849, -22.961721], [-43.215137, -22.961902], [-43.215392, -22.962082], [-43.215695, -22.962358], [-43.21573, -22.962392], [-43.215791, -22.962452], [-43.215878, -22.962545], [-43.215939, -22.962612], [-43.216336, -22.96303], [-43.216656, -22.963373], [-43.216714, -22.963431], [-43.216903, -22.963615], [-43.216942, -22.963654], [-43.216981, -22.96369], [-43.21701, -22.963717], [-43.217416, -22.964147], [-43.217431, -22.964162], [-43.217494, -22.964225], [-43.217523, -22.964252], [-43.217782, -22.964531], [-43.217829, -22.964582], [-43.217904, -22.964658], [-43.218012, -22.964778], [-43.218324, -22.965126], [-43.218367, -22.965176], [-43.218411, -22.965228], [-43.218445, -22.965265], [-43.218536, -22.965369], [-43.218565, -22.965409], [-43.21863, -22.965487], [-43.218661, -22.965525], [-43.219159, -22.966143], [-43.219258, -22.966267], [-43.219276, -22.966291], [-43.21929, -22.96631], [-43.219414, -22.966464], [-43.21947, -22.966539], [-43.219507, -22.966583], [-43.219561, -22.966648], [-43.221827, -22.969322], [-43.222611, -22.970269], [-43.22274, -22.970425], [-43.222837, -22.970543], [-43.223075, -22.970829], [-43.223162, -22.970926], [-43.223847, -22.97172], [-43.224027, -22.971916], [-43.224281, -22.97222], [-43.224478, -22.97243], [-43.224567, -22.972521]]"
Rua Marquês de Olinda,Botafogo,"[[-43.182196, -22.944454], [-43.182176, -22.944302], [-43.182169, -22.94427], [-43.182167, -22.944237], [-43.182171, -22.944205], [-43.18218, -22.944173], [-43.182201, -22.944133], [-43.182229, -22.944099], [-43.182266, -22.94407], [-43.182742, -22.944], [-43.182851, -22.943984], [-43.182909, -22.943975], [-43.182972, -22.943966], [-43.183725, -22.943855], [-43.18383, -22.94384], [-43.183867, -22.943835], [-43.183883, -22.943832], [-43.184042, -22.943809], [-43.184185, -22.943788], [-43.184426, -22.943754], [-43.184595, -22.94373], [-43.184759, -22.943706], [-43.185098, -22.943656], [-43.185129, -22.943651], [-43.185251, -22.943632], [-43.185355, -22.943615], [-43.185396, -22.943611], [-43.185862, -22.943556]]"
Rua Francisco Sá,Ipanema,"[[-43.194133, -22.983915], [-43.19404, -22.983839], [-43.193968, -22.983786], [-43.193896, -22.983745], [-43.193832, -22.983721], [-43.193449, -22.983623], [-43.192973, -22.983501], [-43.192881, -22.983478], [-43.192075, -22.983272], [-43.191937, -22.983237], [-43.191094, -22.983021], [-43.190896, -22.982971], [-43.190704, -22.982926], [-43.190072, -22.982762], [-43.189974, -22.982747], [-43.189899, -22.982736], [-43.189783, -22.982728], [-43.189744, -22.982722], [-43.189694, -22.982708], [-43.189661, -22.982701]]"
Rua Macedo Sobrinho,Humaitá,"[[-43.197973, -22.959881], [-43.19854, -22.958732], [-43.19855, -22.958711], [-43.198568, -22.958671], [-43.198647, -22.958509], [-43.19892, -22.957902], [-43.198943, -22.95786], [-43.198957, -22.957834], [-43.19907, -22.95776], [-43.199186, -22.957728], [-43.199232, -22.957717], [-43.199285, -22.957709], [-43.199343, -22.957731]]"
Rua Governador Irineu Bornhausen,Catete,"[[-43.177662, -22.930572], [-43.177588, -22.93053], [-43.177522, -22.930503], [-43.177482, -22.930493], [-43.177442, -22.930482]]"
Rua Governador Irineu Bornhausen,Flamengo,"[[-43.177662, -22.930572], [-43.177588, -22.93053], [-43.177522, -22.930503], [-43.177482, -22.930493], [-43.177442, -22.930482]]"
Rua Henrique de Novais,Botafogo,"[[-43.190444, -22.954765], [-43.19048, -22.95477], [-43.191209, -22.955032], [-43.191374, -22.955091], [-43.192406, -22.955456], [-43.192458, -22.955475]]"
Rua Ramon Franco,Urca,"[[-43.16761, -22.954482], [-43.167589, -22.95443], [-43.167565, -22.954366], [-43.167276, -22.953593], [-43.167236, -22.95343], [-43.167232, -22.953353], [-43.167249, -22.953264], [-43.167456, -22.952754], [-43.167552, -22.952526], [-43.167833, -22.95185], [-43.168169, -22.951074], [-43.168197, -22.951007]]"
Rua Tubira,Leblon,"[[-43.224459, -22.979236], [-43.224414, -22.979178], [-43.22438, -22.979144], [-43.224297, -22.979096], [-43.224239, -22.97908], [-43.224168, -22.979073], [-43.224058, -22.979049], [-43.223757, -22.978987], [-43.223565, -22.978946], [-43.223522, -22.97895], [-43.223484, -22.978961], [-43.223382, -22.979021], [-43.223292, -22.979081]]"
Rua Teresa Guimarães,Botafogo,"[[-43.184803, -22.955617], [-43.184865, -22.95558], [-43.185616, -22.955098], [-43.186527, -22.95427]]"
Rua Esteves Júnior,Laranjeiras,"[[-43.182203, -22.934422], [-43.181937, -22.934212], [-43.181896, -22.934182], [-43.18184, -22.934154], [-43.181761, -22.934132], [-43.180789, -22.934001], [-43.180558, -22.933878], [-43.180493, -22.933843], [-43.180431, -22.93381], [-43.18, -22.933581], [-43.179232, -22.932911]]"
Rua General Dionísio,Humaitá,"[[-43.19663, -22.958193], [-43.196832, -22.957406], [-43.196974, -22.956891], [-43.196992, -22.95682], [-43.197182, -22.956085], [-43.197191, -22.956051], [-43.197227, -22.955956]]"
Travessa Visconde de Morais,Botafogo,"[[-43.187927, -22.949515], [-43.188087, -22.94916], [-43.188869, -22.947447]]"
Travessa Frederico Pamplona,Copacabana,"[[-43.192757, -22.97231], [-43.192629, -22.972369], [-43.192052, -22.972619]]"
Travessa Almirante Protogenes Guimarães,Catete,"[[-43.17911, -22.931321], [-43.179098, -22.931355], [-43.178707, -22.932405]]"
Avenida Afrânio de Melo Franco,Leblon,"[[-43.218347, -22.979421], [-43.21832, -22.97961], [-43.218237, -22.980206], [-43.218192, -22.980585], [-43.218179, -22.980705], [-43.218123, -22.981144], [-43.218092, -22.981381], [-43.218085, -22.981425], [-43.218067, -22.981546], [-43.218054, -22.981645], [-43.218043, -22.981723], [-43.217992, -22.98209], [-43.21791, -22.982703], [-43.217904, -22.98275], [-43.217895, -22.982837], [-43.217885, -22.982943], [-43.21781, -22.983547], [-43.217791, -22.98369], [-43.217762, -22.983905], [-43.217702, -22.984303], [-43.217697, -22.984363], [-43.217669, -22.98467], [-43.217659, -22.984771], [-43.217655, -22.98485], [-43.217501, -22.985976], [-43.217483, -22.986262], [-43.21747, -22.986383], [-43.217386, -22.986494]]"
Rua Álvaro Ramos,Botafogo,"[[-43.180303, -22.955851], [-43.180414, -22.955914], [-43.180498, -22.955951], [-43.1813, -22.956301], [-43.181332, -22.956315], [-43.181549, -22.95641], [-43.181582, -22.956425], [-43.181732, -22.956492], [-43.181844, -22.956542], [-43.182185, -22.956693], [-43.182408, -22.956793], [-43.182649, -22.956896], [-43.183042, -22.957067], [-43.183313, -22.957181], [-43.18335, -22.957196], [-43.183534, -22.957275], [-43.183581, -22.957295], [-43.183658, -22.957327], [-43.18374, -22.957362], [-43.183895, -22.957427], [-43.184211, -22.957559], [-43.184456, -22.957661], [-43.184577, -22.957711], [-43.184809, -22.957808], [-43.184976, -22.957873], [-43.185304, -22.958006]]"
Rua Ferreira Viana,Flamengo,"[[-43.176581, -22.926775], [-43.176499, -22.926793], [-43.175487, -22.927124], [-43.175063, -22.927263], [-43.174773, -22.927371], [-43.174304, -22.927579], [-43.173783, -22.927771]]"
Rua Ferreira Viana,Catete,"[[-43.176581, -22.926775], [-43.176499, -22.926793], [-43.175487, -22.927124], [-43.175063, -22.927263], [-43.174773, -22.927371], [-43.174304, -22.927579], [-43.173783, -22.927771]]"
Rua Engenheiro Moacir Reis,Laranjeiras,"[[-43.183843, -22.934269], [-43.183045, -22.933907], [-43.182912, -22.933857], [-43.182764, -22.933812], [-43.182794, -22.933802], [-43.182896, -22.933792]]"
Rua Erfurt,Laranjeiras,"[[-43.184619, -22.933091], [-43.184628, -22.933069], [-43.184698, -22.932907], [-43.184864, -22.932554], [-43.185062, -22.932148], [-43.185384, -22.931449], [-43.185473, -22.931298], [-43.18557, -22.931169], [-43.185701, -22.931049]]"
Rua Djalma Ulrich,Copacabana,"[[-43.189335, -22.979181], [-43.189462, -22.979153], [-43.189927, -22.979042], [-43.190677, -22.978875], [-43.190837, -22.978839], [-43.191065, -22.978791], [-43.191508, -22.978696], [-43.191566, -22.978685], [-43.191729, -22.978654], [-43.191784, -22.978639], [-43.191831, -22.978627], [-43.191876, -22.978616], [-43.191919, -22.978576], [-43.19194, -22.978534], [-43.191947, -22.978482], [-43.191949, -22.978418], [-43.191981, -22.978363], [-43.192047, -22.97832], [-43.19277, -22.977994], [-43.192905, -22.977933]]"
Rua Edmundo Lins,Copacabana,"[[-43.185491, -22.968021], [-43.187026, -22.969034]]"
Largo do Millôr,Ipanema,"[[-43.191421, -22.990023], [-43.191313, -22.989871], [-43.191291, -22.989839], [-43.191278, -22.989814], [-43.191268, -22.98978], [-43.191264, -22.989742], [-43.191253, -22.989648], [-43.191243, -22.989556], [-43.19124, -22.989528], [-43.19124, -22.989508], [-43.191244, -22.989483], [-43.191253, -22.989461], [-43.19128, -22.989428], [-43.191302, -22.989443]]"
Rua Raul Pompéia,Ipanema,"[[-43.192548, -22.981194], [-43.192522, -22.981278], [-43.192308, -22.981986], [-43.192274, -22.982098], [-43.192025, -22.982938], [-43.191979, -22.983095], [-43.191937, -22.983237], [-43.191789, -22.983731], [-43.19171, -22.983995], [-43.191682, -22.984089], [-43.191642, -22.984221], [-43.191423, -22.984956], [-43.191385, -22.985086], [-43.191155, -22.985825], [-43.191116, -22.985952], [-43.190888, -22.98669], [-43.190846, -22.986823], [-43.190826, -22.986891], [-43.190795, -22.986932]]"
Escadaria do Morro Santo Amaro,Catete,"[[-43.17805, -22.924016], [-43.178079, -22.923977], [-43.1782, -22.923802], [-43.178295, -22.923683], [-43.178302, -22.923683], [-43.178324, -22.923685], [-43.178387, -22.923678], [-43.178478, -22.92364], [-43.17857, -22.923566], [-43.17858, -22.923561], [-43.178592, -22.923559], [-43.178636, -22.923564], [-43.178678, -22.923547], [-43.178704, -22.923526], [-43.178702, -22.923507], [-43.178665, -22.923472], [-43.178661, -22.92346], [-43.178729, -22.923397], [-43.178786, -22.923362], [-43.178802, -22.92333], [-43.178823, -22.923233], [-43.178826, -22.923178], [-43.178831, -22.9231]]"
Via Verde,Urca,"[[-43.163665, -22.951186], [-43.163686, -22.951192], [-43.163748, -22.951209], [-43.163794, -22.951233], [-43.163945, -22.951279], [-43.164045, -22.951328], [-43.164152, -22.95137], [-43.16423, -22.951424], [-43.164323, -22.9515], [-43.164421, -22.951577], [-43.164529, -22.951633], [-43.164639, -22.951697], [-43.164703, -22.951722], [-43.164707, -22.951597]]"
Rua Álvares Borgerth,Botafogo,"[[-43.192556, -22.953491], [-43.192269, -22.954207]]"
Rua da Matriz,Botafogo,"[[-43.191445, -22.953913], [-43.191477, -22.953834], [-43.192635, -22.951083], [-43.192719, -22.950883], [-43.192759, -22.95079], [-43.192811, -22.950666], [-43.192819, -22.950646], [-43.192841, -22.950596], [-43.19287, -22.950525]]"
Rua Adalberto Ferreira,Leblon,"[[-43.223292, -22.979081], [-43.223256, -22.979168], [-43.223227, -22.97923], [-43.222819, -22.979772], [-43.22275, -22.979858], [-43.222624, -22.980033], [-43.222518, -22.980152], [-43.222499, -22.980169], [-43.222415, -22.980244], [-43.222185, -22.980465]]"
Rua Soares Cabral,Laranjeiras,"[[-43.18761, -22.934561], [-43.1875, -22.934581], [-43.187465, -22.934588], [-43.187444, -22.934595], [-43.187391, -22.934607], [-43.186999, -22.934984], [-43.186916, -22.935053], [-43.186878, -22.935083], [-43.18675, -22.935194], [-43.186587, -22.935344], [-43.186528, -22.935448], [-43.186479, -22.935481], [-43.186417, -22.935517]]"
Rua Canning,Ipanema,"[[-43.194252, -22.985879], [-43.194342, -22.985814], [-43.195176, -22.984883], [-43.195206, -22.984842], [-43.195231, -22.9848], [-43.195231, -22.984743]]"
Rua Barão de Itambi,Flamengo,"[[-43.179439, -22.939895], [-43.179518, -22.939991], [-43.179799, -22.940262], [-43.180129, -22.940531], [-43.180668, -22.94095], [-43.181342, -22.941475], [-43.181379, -22.941502], [-43.181401, -22.941521], [-43.181435, -22.94155], [-43.181484, -22.941585], [-43.181842, -22.941825], [-43.182019, -22.941927], [-43.182064, -22.941955], [-43.182097, -22.941962], [-43.182131, -22.941962], [-43.182162, -22.941958], [-43.182192, -22.941947]]"
Rua Cinco de Julho,Copacabana,"[[-43.191555, -22.972477], [-43.190786, -22.971666], [-43.190687, -22.971561], [-43.189921, -22.970732], [-43.18882, -22.96971]]"
Rua Fernando Mendes,Copacabana,"[[-43.179761, -22.968209], [-43.179848, -22.968101], [-43.180458, -22.967311], [-43.180576, -22.967157]]"
Praça Vereador Rocha Leão,Copacabana,"[[-43.191535, -22.963285], [-43.191549, -22.963366], [-43.191555, -22.963442], [-43.19155, -22.9635], [-43.191532, -22.963569], [-43.19151, -22.963632], [-43.191481, -22.963687], [-43.191427, -22.96378], [-43.191385, -22.96384], [-43.191302, -22.96393], [-43.191197, -22.964021], [-43.19091, -22.964176], [-43.190582, -22.964373], [-43.190422, -22.964467], [-43.190459, -22.964465], [-43.190485, -22.964472], [-43.190504, -22.964484], [-43.190525, -22.964511], [-43.190676, -22.964705], [-43.190683, -22.964723], [-43.190686, -22.964744]]"
Ronald de Carvalho,Copacabana,"[[-43.177712, -22.963382], [-43.177602, -22.96363], [-43.17758, -22.963673], [-43.177271, -22.964292], [-43.176884, -22.965029], [-43.176821, -22.965152], [-43.176745, -22.9653], [-43.176422, -22.965943], [-43.176307, -22.966183]]"
Rua Alberto Ribeiro,Jardim Botânico,"[[-43.225821, -22.965526], [-43.225801, -22.965394], [-43.225765, -22.965158], [-43.225732, -22.964942], [-43.225704, -22.96473], [-43.225693, -22.964652]]"
Rua Silva Castro,Copacabana,"[[-43.187372, -22.968633], [-43.18581, -22.967615]]"
Rua Barão de Itambi,Botafogo,"[[-43.179439, -22.939895], [-43.179518, -22.939991], [-43.179799, -22.940262], [-43.180129, -22.940531], [-43.180668, -22.94095], [-43.181342, -22.941475], [-43.181379, -22.941502], [-43.181401, -22.941521], [-43.181435, -22.94155], [-43.181484, -22.941585], [-43.181842, -22.941825], [-43.182019, -22.941927], [-43.182064, -22.941955], [-43.182097, -22.941962], [-43.182131, -22.941962], [-43.182162, -22.941958], [-43.182192, -22.941947]]"
Rua Honório de Barros,Flamengo,"[[-43.175177, -22.939881], [-43.175265, -22.939825], [-43.175578, -22.939631], [-43.176524, -22.939099], [-43.176603, -22.939052]]"
Rua Mary Pessoa,Gávea,"[[-43.241097, -22.984334], [-43.24105, -22.984335], [-43.24096, -22.984327], [-43.240885, -22.984321], [-43.240752, -22.984295], [-43.240684, -22.984273], [-43.240637, -22.984254], [-43.240102, -22.98401], [-43.23974, -22.983808], [-43.239551, -22.983676], [-43.239287, -22.983452], [-43.238925, -22.983116], [-43.23863, -22.982774], [-43.238555, -22.982675], [-43.23847, -22.982587], [-43.238371, -22.982502], [-43.238257, -22.982431], [-43.238164, -22.982373], [-43.237972, -22.982252], [-43.237777, -22.982146], [-43.237734, -22.982124], [-43.237687, -22.9821], [-43.237494, -22.981985], [-43.237647, -22.98203], [-43.2379, -22.982123], [-43.238212, -22.982295], [-43.23827, -22.982332], [-43.238342, -22.982374], [-43.238403, -22.982415], [-43.238566, -22.982567], [-43.23863, -22.982625], [-43.238794, -22.982806], [-43.239407, -22.983409], [-43.2395, -22.983487], [-43.23968, -22.983634], [-43.239862, -22.983745], [-43.240097, -22.983872], [-43.240502, -22.984081], [-43.240685, -22.984145], [-43.240791, -22.984179], [-43.240879, -22.984199], [-43.241025, -22.984215], [-43.241145, -22.984213]]"
Rua Marechal Mascarenhas de Morais,Copacabana,"[[-43.181403, -22.966317], [-43.181674, -22.965996], [-43.181742, -22.965921], [-43.182379, -22.965222], [-43.182454, -22.965129], [-43.182719, -22.9648], [-43.182789, -22.964718], [-43.182866, -22.964626], [-43.182876, -22.964586], [-43.182868, -22.964537], [-43.182844, -22.964491], [-43.182746, -22.964358], [-43.18273, -22.964311], [-43.182729, -22.964267], [-43.182743, -22.964238], [-43.182772, -22.96421], [-43.182808, -22.964195], [-43.182866, -22.964194], [-43.182912, -22.964208], [-43.182946, -22.964227], [-43.183294, -22.964524], [-43.183724, -22.964853], [-43.183782, -22.964881], [-43.183825, -22.964884], [-43.183861, -22.964871], [-43.183873, -22.964842], [-43.183874, -22.964811], [-43.183864, -22.964771], [-43.18378, -22.964612], [-43.18377, -22.964571], [-43.183768, -22.964528], [-43.183779, -22.964308], [-43.183773, -22.964258], [-43.183752, -22.964222], [-43.18369, -22.964153], [-43.183639, -22.964085], [-43.183631, -22.964068], [-43.18363, -22.96405], [-43.183656, -22.963964], [-43.183663, -22.96393], [-43.183661, -22.963894], [-43.183645, -22.963856], [-43.183617, -22.963821], [-43.18332, -22.963551]]"
